GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AV0001,AV0002,AV0003,AV0004,AV0005,AV0006,AV0007,AV0008
"G2000410","1890","Kansas","200","Dickinson","0410","Dickinson",158,81,17,1,0,0,0,0,0,1,0,0,7312,6521,2604,2440,1804,1432,78,82
"G2000430","1890","Kansas","200","Doniphan","0430","Doniphan",767,914,833,0,0,0,0,0,0,0,0,1,4558,4169,1401,1285,795,560,392,375
"G2000450","1890","Kansas","200","Douglas","0450","Douglas",3076,3217,2352,2,2,0,0,0,0,440,5,8,7312,7188,1855,1810,1238,1040,1850,1668
"G2000470","1890","Kansas","200","Edwards","0470","Edwards",85,56,0,0,0,0,0,0,0,0,0,0,1306,1211,313,308,222,155,45,40
"G2000490","1890","Kansas","200","Elk","0490","Elk",6,21,0,0,0,0,0,0,0,0,0,0,5461,5107,642,584,247,169,4,2
"G2000510","1890","Kansas","200","Ellis","0510","Ellis",66,68,31,0,0,0,0,0,0,0,0,1,1650,1496,1333,1349,1129,919,41,25
"G2000530","1890","Kansas","200","Ellsworth","0530","Ellsworth",126,107,26,1,0,0,0,0,0,0,2,0,2433,2183,1265,1306,1066,892,69,58
"G2000550","1890","Kansas","200","Finney","0550","Finney",62,0,0,0,0,0,0,0,0,0,0,0,1420,1275,205,188,117,83,35,27
"G2000570","1890","Kansas","200","Ford","0570","Ford",51,73,109,0,0,0,0,0,0,0,1,1,1931,1768,514,508,308,228,22,29
"G2000590","1890","Kansas","200","Franklin","0590","Franklin",863,923,364,0,0,0,0,0,0,0,27,60,8131,7779,1167,1149,684,506,407,456
"G2000595","1890","Kansas","200","Garfield","0595","Garfield",5,0,0,0,0,0,0,0,0,0,0,0,391,332,48,55,29,21,4,1
"G2000610","1890","Kansas","200","Geary","0610","Geary",377,339,128,3,0,0,0,0,0,3,2,4,2779,2345,1596,1287,1268,765,188,195
"G2000630","1890","Kansas","200","Gove","0630","Gove",37,10,0,0,0,0,0,0,0,0,0,0,1174,1055,218,205,193,112,21,16
"G2000650","1890","Kansas","200","Graham","0650","Graham",529,484,0,1,0,0,0,0,0,2,0,0,1838,1671,337,296,212,143,256,276
"G2000670","1890","Kansas","200","Grant","0670","Grant",45,0,0,0,0,0,0,0,0,0,0,0,586,476,61,58,43,39,26,19
"G2000690","1890","Kansas","200","Gray","0690","Gray",9,0,0,0,0,0,0,0,0,0,0,0,1109,978,117,101,57,44,6,3
"G2000710","1890","Kansas","200","Greeley","0710","Greeley",0,0,0,0,0,0,0,0,0,0,0,0,527,438,106,93,59,41,0,0
"G2000730","1890","Kansas","200","Greenwood","0730","Greenwood",168,80,35,0,0,0,0,0,0,0,0,0,7037,6155,1046,887,587,429,86,82
"G2000750","1890","Kansas","200","Hamilton","0750","Hamilton",57,0,0,0,0,0,0,0,0,0,0,0,837,770,119,104,89,51,31,26
"G2000770","1890","Kansas","200","Harper","0770","Harper",82,19,0,1,0,0,0,0,0,0,0,0,5717,5123,864,734,430,315,45,38
"G2000790","1890","Kansas","200","Harvey","0790","Harvey",275,98,0,1,2,0,0,0,0,2,0,0,5655,5303,1826,1655,1568,1316,142,136
"G2000810","1890","Kansas","200","Haskell","0810","Haskell",0,0,0,0,0,0,0,0,0,0,0,0,490,451,42,43,34,17,0,0
"G2000830","1890","Kansas","200","Hodgeman","0830","Hodgeman",155,129,0,0,0,0,0,0,0,0,0,0,805,754,211,191,157,122,78,77
"G2000850","1890","Kansas","200","Jackson","0850","Jackson",203,165,45,1,0,0,0,0,0,1,33,71,5602,5248,1234,1158,679,500,105,100
"G2000870","1890","Kansas","200","Jefferson","0870","Jefferson",661,790,625,0,0,0,0,0,0,0,1,0,6865,6247,1067,995,487,298,345,316
"G2000890","1890","Kansas","200","Jewell","0890","Jewell",3,18,0,0,0,0,0,0,0,0,0,0,8231,7456,1322,1209,653,475,1,2
"G2000910","1890","Kansas","200","Johnson","0910","Johnson",899,899,438,1,0,0,0,0,0,18,17,5,6657,6261,1267,1140,682,460,454,464
"G2000930","1890","Kansas","200","Kearny","0930","Kearny",8,0,0,0,0,0,0,0,0,0,0,0,688,517,120,106,82,50,4,4
"G2000950","1890","Kansas","200","Kingman","0950","Kingman",83,2,0,0,0,0,0,0,0,0,0,0,5194,4608,679,617,382,260,46,37
"G2000970","1890","Kansas","200","Kiowa","0970","Kiowa",15,0,0,0,0,0,0,0,0,0,0,0,1278,1087,152,161,111,69,9,6
"G2000990","1890","Kansas","200","Labette","0990","Labette",2045,2179,94,0,0,0,1,0,0,17,39,0,10933,10437,1492,1423,727,511,1009,1054
"G2001010","1890","Kansas","200","Lane","1010","Lane",3,0,0,0,0,0,0,0,0,0,0,0,904,833,110,86,74,50,2,1
"G2001030","1890","Kansas","200","Leavenworth","1030","Leavenworth",4465,4970,4284,4,0,0,0,0,0,16,2,12,9985,7891,4698,4563,4348,2515,2395,2090
"G2001050","1890","Kansas","200","Lincoln","1050","Lincoln",42,65,0,1,0,0,0,0,0,0,0,0,3504,3071,994,885,691,521,23,20
"G2001070","1890","Kansas","200","Linn","1070","Linn",777,815,655,0,0,0,0,0,0,0,2,15,7673,7156,598,598,263,150,395,382
"G2001090","1890","Kansas","200","Logan","1090","Logan",25,0,0,0,0,0,0,0,0,0,0,0,1383,1139,299,215,196,127,14,11
"G2001110","1890","Kansas","200","Lyon","1110","Lyon",1031,1027,126,2,0,0,0,0,0,0,1,0,8018,7707,1967,1986,1391,1094,526,507
"G2001130","1890","Kansas","200","McPherson","1130","Mcpherson",50,49,11,1,2,0,0,0,0,0,1,0,5122,4652,3219,3113,2970,2487,33,18
"G2001150","1890","Kansas","200","Marion","1150","Marion",150,97,1,0,0,0,0,0,0,0,0,1,4770,4341,2788,2583,3201,2706,81,69
"G2001170","1890","Kansas","200","Marshall","1170","Marshall",286,231,8,1,0,0,0,0,0,0,0,0,6978,6249,3278,3181,2266,1673,147,140
"G2001190","1890","Kansas","200","Meade","1190","Meade",25,0,0,1,0,0,0,0,0,0,0,0,1061,995,175,147,88,50,12,14
"G2001210","1890","Kansas","200","Miami","1210","Miami",937,868,466,0,0,0,0,0,0,3,33,11,7959,7227,1163,1109,727,489,475,465
"G2001230","1890","Kansas","200","Mitchell","1230","Mitchell",50,41,0,2,0,0,0,0,0,0,0,0,5878,5482,1216,1210,673,526,31,21
"G2001250","1890","Kansas","200","Montgomery","1250","Montgomery",947,684,65,1,0,0,0,0,0,10,1,3,9938,9191,1086,1051,528,352,434,524
"G2001270","1890","Kansas","200","Morris","1270","Morris",497,532,72,0,0,0,0,0,0,0,1,1,4151,3711,932,871,698,521,250,247
"G2001290","1890","Kansas","200","Morton","1290","Morton",7,0,0,0,0,0,0,0,0,0,0,0,333,282,30,24,28,20,6,1
"G2001310","1890","Kansas","200","Nemaha","1310","Nemaha",213,75,23,1,0,0,0,0,0,1,0,0,6518,5924,2225,2123,1253,991,98,117
"G2001330","1890","Kansas","200","Neosho","1330","Neosho",330,374,45,1,0,0,0,0,0,13,12,31,7611,7200,1217,1165,582,442,166,178
"G2001350","1890","Kansas","200","Ness","1350","Ness",1,0,0,0,0,0,0,0,0,0,0,0,2024,1803,394,349,213,160,0,1
"G2001370","1890","Kansas","200","Norton","1370","Norton",36,32,0,1,0,0,0,0,0,0,0,0,4588,4238,625,581,320,228,22,15
"G2001390","1890","Kansas","200","Osage","1390","Osage",678,571,118,0,0,0,0,0,0,1,166,0,7966,7162,2561,2373,2499,1822,361,318
"G2001410","1890","Kansas","200","Osborne","1410","Osborne",106,61,0,0,0,0,0,0,0,1,0,0,4905,4372,925,810,543,421,54,53
"G2001430","1890","Kansas","200","Ottawa","1430","Ottawa",72,68,2,1,0,0,0,0,0,0,0,0,4820,4191,1106,1149,709,533,50,23
"G2001450","1890","Kansas","200","Pawnee","1450","Pawnee",144,32,6,2,0,0,0,0,0,0,0,0,1981,1856,412,405,225,179,81,65
"G2001470","1890","Kansas","200","Phillips","1470","Phillips",167,117,0,0,0,0,0,0,0,0,0,0,5477,4914,1032,947,638,486,89,78
"G2001490","1890","Kansas","200","Pottawatomie","1490","Pottawatomie",260,233,443,0,0,0,0,0,0,77,223,150,5018,4736,2554,2321,1583,1173,176,161
"G2001510","1890","Kansas","200","Pratt","1510","Pratt",179,38,0,1,0,0,0,0,0,0,0,0,3617,3169,457,360,193,142,92,88
"G2001530","1890","Kansas","200","Rawlins","1530","Rawlins",0,0,0,0,0,0,0,0,0,0,0,0,2126,1900,733,641,746,610,0,0
"G2001550","1890","Kansas","200","Reno","1550","Reno",354,77,0,4,0,0,0,0,0,0,2,0,10906,9662,2063,1858,1246,986,184,174
"G2001570","1890","Kansas","200","Republic","1570","Republic",27,15,0,0,0,0,0,0,0,0,0,0,6711,5901,1950,1753,1481,1179,13,14
"G2001590","1890","Kansas","200","Rice","1590","Rice",118,57,0,0,0,0,0,0,0,4,0,0,5878,5338,1100,944,622,447,64,58
"G2001610","1890","Kansas","200","Riley","1610","Riley",330,324,70,0,0,0,0,0,0,0,0,0,3609,3242,1752,1685,1446,1119,172,158
"G2001630","1890","Kansas","200","Rooks","1630","Rooks",61,56,0,0,0,0,0,0,0,0,0,0,3171,3061,587,540,337,261,41,20
"G2001650","1890","Kansas","200","Rush","1650","Rush",5,5,0,0,0,0,0,0,0,0,0,0,1479,1308,754,619,576,463,1,4
"G2001670","1890","Kansas","200","Russell","1670","Russell",54,34,13,0,0,0,0,0,0,0,0,0,2374,2225,806,702,637,535,30,24
"G2001690","1890","Kansas","200","Saline","1690","Saline",460,280,6,0,0,0,0,0,0,0,0,0,4582,4179,2367,2353,1925,1576,229,231
"G2001710","1890","Kansas","200","Scott","1710","Scott",0,0,0,0,0,0,0,0,0,0,0,0,565,492,70,70,47,18,0,0
"G2001730","1890","Kansas","200","Sedgwick","1730","Sedgwick",1354,268,9,13,2,0,0,0,0,3,24,1,16836,15403,3301,3137,2104,1475,777,593
"G2001750","1890","Kansas","200","Seward","1750","Seward",5,0,0,0,0,0,0,0,0,0,0,0,720,612,68,48,30,20,3,2
"G2001770","1890","Kansas","200","Shawnee","1770","Shawnee",6112,5356,729,6,5,0,0,0,0,45,77,360,15726,14945,3581,3569,2818,2370,3064,3099
"G2001790","1890","Kansas","200","Sheridan","1790","Sheridan",0,0,0,0,0,0,0,0,0,0,0,0,1472,1317,325,317,187,115,0,0
"G2001810","1890","Kansas","200","Sherman","1810","Sherman",19,0,0,0,0,0,0,0,0,0,0,0,2132,1855,399,339,309,208,8,11
"G2001830","1890","Kansas","200","Smith","1830","Smith",2,15,0,0,0,0,0,0,0,0,0,0,6488,5996,1088,990,616,433,2,0
"G2001850","1890","Kansas","200","Stafford","1850","Stafford",190,123,0,0,0,0,0,0,0,0,0,0,3498,3167,538,547,352,228,95,95
"G2001870","1890","Kansas","200","Stanton","1870","Stanton",2,0,0,0,0,0,0,0,0,0,0,0,466,435,41,43,26,18,1,1
"G2001890","1890","Kansas","200","Stevens","1890","Stevens",19,0,0,0,0,0,0,0,0,0,0,0,601,591,68,65,48,26,11,8
"G2001910","1890","Kansas","200","Sumner","1910","Sumner",177,104,0,0,3,0,0,0,0,1,7,0,13564,12200,1687,1394,735,513,101,77
"G2001930","1890","Kansas","200","Thomas","1930","Thomas",6,0,0,0,0,0,0,0,0,0,0,0,2250,1973,469,371,271,198,4,2
"G2001950","1890","Kansas","200","Trego","1950","Trego",41,25,1,0,0,0,0,0,0,0,0,0,869,778,275,234,188,150,23,18
"G2001970","1890","Kansas","200","Wabaunsee","1970","Wabaunsee",717,646,85,0,0,0,1,0,0,22,36,94,3271,2915,1684,1288,1069,753,390,350
"G2001990","1890","Kansas","200","Wallace","1990","Wallace",39,7,2,0,0,0,0,0,0,0,0,0,890,729,224,198,227,161,22,17
"G2002010","1890","Kansas","200","Washington","2010","Washington",18,19,2,0,0,0,0,0,0,1,0,0,7179,6611,2882,2769,1954,1480,6,13
"G2002030","1890","Kansas","200","Wichita","2030","Wichita",8,0,0,0,0,0,0,0,0,0,0,0,768,659,132,128,79,53,5,3
"G2002050","1890","Kansas","200","Wilson","2050","Wilson",77,77,5,0,0,0,0,0,0,4,0,0,6673,6385,871,674,357,245,44,37
"G2002070","1890","Kansas","200","Woodson","2070","Woodson",75,56,34,0,0,0,0,0,0,1,12,0,3528,3288,729,665,436,299,40,36
"G2002090","1890","Kansas","200","Wyandotte","2090","Wyandotte",6935,4576,2120,25,0,0,0,0,0,23,28,56,15070,13517,5642,5228,4750,3217,3514,3469
"G2100010","1890","Kentucky","210","Adair","0010","Adair",1828,2171,1836,0,0,0,0,0,0,0,0,0,5907,5942,22,14,6,2,873,955
"G2100030","1890","Kentucky","210","Allen","0030","Allen",1042,1069,1104,0,0,0,0,0,0,0,0,0,6398,6203,11,23,10,5,523,519
"G2100050","1890","Kentucky","210","Anderson","0050","Anderson",1063,1069,698,0,0,0,0,0,0,0,0,0,4847,4622,32,29,14,3,557,506
"G2100070","1890","Kentucky","210","Ballard","0070","Ballard",1412,1725,1477,0,0,0,0,0,0,0,0,0,3570,3218,87,42,47,14,754,658
"G2100090","1890","Kentucky","210","Barren","0090","Barren",3724,4941,3623,0,0,0,0,0,0,1,0,0,8808,8779,75,57,28,18,1846,1879
"G2100110","1890","Kentucky","210","Bath","0110","Bath",1578,2017,1702,0,0,0,0,0,0,0,0,0,5723,5363,63,50,24,12,835,743
"G2100130","1890","Kentucky","210","Bell","0130","Bell",740,181,111,2,0,0,0,0,0,0,0,0,5057,3978,162,87,225,61,508,234
"G2100150","1890","Kentucky","210","Boone","0150","Boone",1112,1232,1012,0,0,0,0,0,0,0,0,0,4987,4789,514,446,245,153,593,519
"G2100170","1890","Kentucky","210","Bourbon","0170","Bourbon",6797,7314,6677,0,0,0,0,0,0,0,0,0,4628,4333,398,415,231,174,3396,3401
"G2100190","1890","Kentucky","210","Boyd","0190","Boyd",705,556,291,0,0,0,0,0,0,0,1,0,5815,5736,664,669,252,192,356,349
"G2100210","1890","Kentucky","210","Boyle","0210","Boyle",4809,4737,3679,0,0,0,0,0,0,0,0,0,3766,3880,102,141,158,92,2342,2467
"G2100230","1890","Kentucky","210","Bracken","0230","Bracken",646,816,636,0,0,0,0,0,0,0,0,0,5149,4979,583,549,269,194,316,330
"G2100250","1890","Kentucky","210","Breathitt","0250","Breathitt",169,185,181,0,0,0,0,0,0,0,0,0,4341,4151,6,1,37,0,96,73
"G2100270","1890","Kentucky","210","Breckinridge","0270","Breckinridge",2080,2204,1682,0,0,0,0,0,0,0,0,0,8441,7869,231,211,104,40,1101,979
"G2100290","1890","Kentucky","210","Bullitt","0290","Bullitt",1048,1307,1194,0,0,0,0,0,0,0,0,0,3557,3357,103,114,75,37,552,496
"G2100310","1890","Kentucky","210","Butler","0310","Butler",773,820,643,0,0,0,0,0,0,0,0,0,6609,6473,39,43,14,5,377,396
"G2100330","1890","Kentucky","210","Caldwell","0330","Caldwell",2736,2187,2078,0,0,0,0,0,0,0,0,0,5138,5125,68,67,36,16,1300,1436
"G2100350","1890","Kentucky","210","Calloway","0350","Calloway",1092,1215,812,0,0,0,0,0,0,0,0,0,6876,6660,25,18,1,3,518,574
"G2100370","1890","Kentucky","210","Campbell","0370","Campbell",686,441,282,0,2,0,0,0,0,0,0,1,9239,9286,8485,8933,3802,3777,372,314
"G2100390","1890","Kentucky","210","Carlisle","0390","Carlisle",389,0,0,0,0,0,0,0,0,0,0,0,3624,3460,59,48,24,8,194,195
"G2100410","1890","Kentucky","210","Carroll","0410","Carroll",757,771,540,0,0,0,0,0,0,0,0,0,3813,3709,378,339,149,121,363,394
"G2100430","1890","Kentucky","210","Carter","0430","Carter",137,371,100,0,0,0,0,0,0,0,0,0,8494,8185,152,144,62,30,69,68
"G2100450","1890","Kentucky","210","Casey","0450","Casey",516,608,544,0,0,0,0,0,0,1,0,0,5600,5608,33,31,34,25,269,248
"G2100470","1890","Kentucky","210","Christian","0470","Christian",15231,14639,9812,0,0,0,0,0,0,1,0,0,9263,8985,213,193,142,90,7451,7781
"G2100490","1890","Kentucky","210","Clark","0490","Clark",4826,4186,3715,0,0,0,0,0,0,0,0,0,5208,5009,131,119,92,49,2479,2347
"G2100510","1890","Kentucky","210","Clay","0510","Clay",413,706,495,0,0,0,0,0,0,0,0,0,6084,5908,20,19,3,0,214,199
"G2100530","1890","Kentucky","210","Clinton","0530","Clinton",188,311,292,0,0,0,0,0,0,0,0,0,3368,3464,14,10,2,1,85,103
"G2100550","1890","Kentucky","210","Crittenden","0550","Crittenden",930,1151,809,0,0,0,0,0,0,1,0,0,6140,5915,66,47,14,6,477,454
"G2100570","1890","Kentucky","210","Cumberland","0570","Cumberland",996,1567,1509,0,0,0,0,0,0,0,0,0,3642,3784,17,8,3,2,505,491
"G2100590","1890","Kentucky","210","Daviess","0590","Daviess",5367,4854,3603,2,0,0,0,0,0,0,0,0,13026,12327,874,856,395,273,2714,2655
"G2100610","1890","Kentucky","210","Edmonson","0610","Edmonson",458,555,226,0,0,0,0,0,0,0,0,0,3731,3715,26,42,20,13,235,223
"G2100630","1890","Kentucky","210","Elliott","0630","Elliott",27,43,22,0,0,0,0,0,0,0,0,0,4663,4477,9,22,10,6,14,13
"G2100650","1890","Kentucky","210","Estill","0650","Estill",581,511,599,0,0,0,0,0,0,0,0,0,5220,4947,8,13,65,2,425,156
"G2100670","1890","Kentucky","210","Fayette","0670","Fayette",13625,12974,12513,2,0,0,1,0,0,1,0,1,9147,8942,1290,1285,799,606,6584,7045
"G2100690","1890","Kentucky","210","Fleming","0690","Fleming",1625,1575,1556,0,0,0,0,0,0,0,0,0,7097,6839,209,166,83,59,787,838
"G2100710","1890","Kentucky","210","Floyd","0710","Floyd",136,199,171,0,0,0,1,0,0,14,0,0,5625,5444,17,16,2,1,79,72
"G2100730","1890","Kentucky","210","Franklin","0730","Franklin",4757,4860,4663,2,0,0,0,0,0,0,0,0,8207,7027,459,390,232,193,2610,2149
"G2100750","1890","Kentucky","210","Fulton","0750","Fulton",2208,1605,937,0,0,0,0,0,0,0,1,0,3794,3621,138,132,77,35,1160,1048
"G2100770","1890","Kentucky","210","Gallatin","0770","Gallatin",497,647,600,0,0,0,0,0,0,0,0,0,1975,1870,99,103,43,24,254,243
"G2100790","1890","Kentucky","210","Garrard","0790","Garrard",3024,3695,3404,0,0,0,0,0,0,0,0,0,4058,3943,54,28,25,6,1469,1555
"G2100810","1890","Kentucky","210","Grant","0810","Grant",483,733,509,0,0,0,0,0,0,0,0,0,6119,5603,169,149,108,40,245,238
"G2100830","1890","Kentucky","210","Graves","0830","Graves",3154,2851,2329,0,0,0,0,0,0,2,0,0,12759,12273,128,126,63,29,1578,1578
"G2100850","1890","Kentucky","210","Grayson","0850","Grayson",489,407,407,0,0,0,0,0,0,0,0,0,8925,8887,170,114,67,36,237,252
"G2100870","1890","Kentucky","210","Green","0870","Green",1891,2408,1937,0,0,0,0,0,0,0,0,0,4867,4666,13,15,5,6,951,940
"G2100890","1890","Kentucky","210","Greenup","0890","Greenup",338,439,461,0,0,0,0,0,0,0,0,0,5626,5408,197,216,79,47,158,180
"G2100910","1890","Kentucky","210","Hancock","0910","Hancock",758,803,729,0,1,1,0,0,0,0,0,0,3968,3905,241,199,91,52,381,377
"G2100930","1890","Kentucky","210","Hardin","0930","Hardin",2347,3282,2276,0,0,0,0,0,0,0,0,0,9179,9062,245,258,122,91,1151,1196
"G2100950","1890","Kentucky","210","Harlan","0950","Harlan",154,114,99,0,0,0,0,0,0,2,0,12,3017,3018,2,1,2,1,73,83
"G2100970","1890","Kentucky","210","Harrison","0970","Harrison",2467,2932,2378,0,0,0,0,0,0,0,0,0,6956,6708,285,237,146,115,1223,1244
"G2100990","1890","Kentucky","210","Hart","0990","Hart",2002,2839,2192,0,0,0,0,0,0,0,0,0,7339,6959,58,50,25,6,1027,975
"G2101010","1890","Kentucky","210","Henderson","1010","Henderson",8219,7572,5990,4,0,0,0,0,0,0,0,0,9630,9318,914,855,348,248,4162,4061
"G2101030","1890","Kentucky","210","Henry","1030","Henry",2365,2869,2438,0,0,0,0,0,0,0,0,0,5849,5630,118,97,78,27,1160,1205
"G2101050","1890","Kentucky","210","Hickman","1050","Hickman",1768,1964,1635,0,0,0,0,0,0,0,0,0,4964,4738,50,71,34,12,891,877
"G2101070","1890","Kentucky","210","Hopkins","1070","Hopkins",3433,2710,1869,0,0,0,0,0,0,0,0,0,9721,9596,291,258,135,71,1759,1674
"G2101090","1890","Kentucky","210","Jackson","1090","Jackson",54,45,51,0,0,0,0,0,0,0,28,0,4174,4018,7,6,1,1,31,23
"G2101110","1890","Kentucky","210","Jefferson","1110","Jefferson",33595,25595,19146,8,5,0,0,0,0,14,2,1,38829,39222,24740,26218,13444,12528,15987,17630
"G2101130","1890","Kentucky","210","Jessamine","1130","Jessamine",3706,4401,3439,0,0,0,0,0,0,0,0,0,3656,3406,193,147,92,48,1859,1847
"G2101150","1890","Kentucky","210","Johnson","1150","Johnson",84,103,37,0,0,0,0,0,0,0,0,84,5564,5339,24,12,3,1,48,36
"G2101170","1890","Kentucky","210","Kenton","1170","Kenton",2667,2528,1657,3,2,0,0,0,0,0,0,0,11750,11948,9199,9809,4461,4324,1279,1391
"G2101190","1890","Kentucky","210","Knott","1190","Knott",73,0,0,0,0,0,0,0,0,0,0,0,2637,2649,78,1,0,0,41,32
"G2101210","1890","Kentucky","210","Knox","1210","Knox",778,662,557,0,0,0,0,0,0,0,3,0,6600,6251,63,24,37,9,420,358
"G2101230","1890","Kentucky","210","Larue","1230","Larue",791,1047,965,0,0,0,0,0,0,0,0,0,4295,4183,75,55,23,11,411,380
"G2101250","1890","Kentucky","210","Laurel","1250","Laurel",555,267,144,0,0,0,0,0,0,4,0,0,6192,5888,188,167,428,325,293,266
"G2101270","1890","Kentucky","210","Lawrence","1270","Lawrence",176,241,121,0,0,0,0,0,0,0,0,0,8914,8414,87,72,23,16,99,77
"G2101290","1890","Kentucky","210","Lee","1290","Lee",459,230,131,0,0,0,0,0,0,0,0,0,2968,2548,71,36,119,4,349,110
"G2101310","1890","Kentucky","210","Leslie","1310","Leslie",32,28,0,0,0,0,0,0,0,0,0,0,1954,1978,0,0,0,0,21,11
"G2101330","1890","Kentucky","210","Letcher","1330","Letcher",75,142,129,0,0,0,0,0,0,0,0,0,3536,3301,2,5,1,0,35,40
"G2101350","1890","Kentucky","210","Lewis","1350","Lewis",177,229,228,0,0,0,0,0,0,0,0,0,7234,6851,220,199,79,43,91,86
"G2101370","1890","Kentucky","210","Lincoln","1370","Lincoln",3574,3908,3076,0,0,0,0,0,0,0,0,0,5751,5773,160,146,314,244,1766,1808
"G2101390","1890","Kentucky","210","Livingston","1390","Livingston",741,1034,1052,0,0,0,0,0,0,8,1,1,4279,4187,116,102,29,12,368,381
"G2101410","1890","Kentucky","210","Logan","1410","Logan",6560,7381,5723,0,0,0,0,0,0,9,0,0,8523,8360,140,111,76,33,3276,3293
"G2101430","1890","Kentucky","210","Lyon","1430","Lyon",1317,1488,1419,0,0,0,0,0,0,1,0,0,3153,3055,52,31,16,3,698,620
"G2101450","1890","Kentucky","210","McCracken","1450","Mccracken",5703,4383,3289,2,0,0,0,0,0,0,1,0,6406,6167,1005,1023,427,318,2789,2916
"G2101490","1890","Kentucky","210","McLean","1490","Mclean",786,848,814,0,0,0,0,0,0,0,0,0,4599,4272,88,70,51,21,400,386
"G2101510","1890","Kentucky","210","Madison","1510","Madison",7399,7288,6272,0,0,0,0,0,0,0,0,0,8435,8023,165,138,143,45,3837,3562
"G2101530","1890","Kentucky","210","Magoffin","1530","Magoffin",160,150,179,0,0,0,0,0,0,0,0,0,4620,4411,4,1,0,0,75,85
"G2101550","1890","Kentucky","210","Marion","1550","Marion",3148,3504,3343,0,0,0,0,0,0,0,0,0,5973,6113,126,138,87,63,1562,1586
"G2101570","1890","Kentucky","210","Marshall","1570","Marshall",342,440,385,0,0,0,0,0,0,0,0,0,5532,5314,45,38,11,5,168,174
"G2101590","1890","Kentucky","210","Martin","1590","Martin",23,32,0,0,0,0,0,0,0,0,0,0,2142,2014,15,9,4,2,13,10
"G2101610","1890","Kentucky","210","Mason","1610","Mason",4168,4392,3582,0,0,0,0,0,0,1,0,0,6625,6721,1165,1210,475,408,2043,2126
"G2101630","1890","Kentucky","210","Meade","1630","Meade",769,1274,1294,0,0,0,0,0,0,0,0,0,4253,4186,122,91,40,23,381,388
"G2101650","1890","Kentucky","210","Menifee","1650","Menifee",27,48,16,0,0,0,0,0,0,0,0,0,2390,2198,22,18,8,3,14,13
"G2101670","1890","Kentucky","210","Mercer","1670","Mercer",3075,3148,3310,0,0,0,0,0,0,0,0,0,5853,5848,82,83,63,30,1492,1583
"G2101690","1890","Kentucky","210","Metcalfe","1690","Metcalfe",900,1036,861,0,0,0,0,0,0,0,0,0,4443,4493,11,15,4,5,431,469
"G2101710","1890","Kentucky","210","Monroe","1710","Monroe",540,661,789,0,0,0,0,0,0,0,0,0,5274,5158,10,7,0,0,252,288
"G2101730","1890","Kentucky","210","Montgomery","1730","Montgomery",3643,3566,2699,0,0,0,0,0,0,0,0,0,4227,4010,187,138,109,53,1785,1858
"G2101750","1890","Kentucky","210","Morgan","1750","Morgan",49,33,44,0,0,0,0,0,0,0,0,0,5732,5443,9,10,4,2,23,26
"G2101770","1890","Kentucky","210","Muhlenberg","1770","Muhlenberg",2359,2078,1633,0,0,0,0,0,0,0,0,0,7754,7206,217,183,148,88,1144,1215
"G2101790","1890","Kentucky","210","Nelson","1790","Nelson",3821,4716,3918,0,0,0,0,0,0,0,0,0,5978,6012,139,240,124,103,1908,1913
"G2101810","1890","Kentucky","210","Nicholas","1810","Nicholas",1316,1750,1244,0,0,0,0,0,0,0,0,0,4653,4382,160,127,75,51,647,669
"G2101830","1890","Kentucky","210","Ohio","1830","Ohio",1346,1464,1393,0,0,0,0,0,0,0,0,0,10720,10163,247,210,164,96,700,646
"G2101850","1890","Kentucky","210","Oldham","1850","Oldham",1647,2211,2810,0,0,0,0,0,0,0,0,0,2328,2280,164,167,101,67,840,807
"G2101870","1890","Kentucky","210","Owen","1870","Owen",1427,1503,1176,0,0,0,0,0,0,0,0,0,8158,7799,118,100,55,19,727,700
"G2101890","1890","Kentucky","210","Owsley","1890","Owsley",84,89,75,0,0,0,0,0,0,0,0,2,2960,2905,12,12,1,1,50,34
"G2101910","1890","Kentucky","210","Pendleton","1910","Pendleton",507,780,641,0,0,0,0,0,0,0,0,0,6967,6703,768,818,327,256,252,255
"G2101930","1890","Kentucky","210","Perry","1930","Perry",160,139,96,0,0,0,0,0,0,0,0,5,3099,3072,0,0,0,0,72,88
"G2101950","1890","Kentucky","210","Pike","1950","Pike",166,174,102,0,0,0,0,0,0,0,1,0,8918,8258,21,10,2,3,88,78
